text,answer,bullyingword
 duuuu yuuuuu shave y0 d k no wut iluk lyke,yes, duuuu yuuuuu shave y0 d k
 duuuu yuuuuu shave y0 d k no wut iluk lyke,no,n a
 entertaiin mhee wid wat ,no,n a
 finee how yew ben st8,no,n a
 flawww buddieee ianit flaw so juz chill,no,n a
 formspring me mhm ohkay,no,n a
 formspring me mhm ohkay,yes,n a
 fu k m3 n dh a h0l3 hell no ,yes,a h0l3
 fu k m3 n dh a h0l3 hell no ,yes,fu k m3 n dh a h0l3
 fu k m3 n dh a h0l3 hell no ,no,n a
 g mm3 d hawt ass dikk kum get it den,no,n a
 g mm3 d hawt ass dikk kum get it den,yes,ass dikk
 g v3 m3 d f3r0c 0u d k kum get it,no,n a
 grandpa lyedd lol no,no,n a
 h0w ya feel about mii lol idk,no,n a
 haha u gotta step ur formspring game niqqa lmfao wat fuking formspring game,no,n a
 haha u gotta step ur formspring game niqqa lmfao wat fuking formspring game,yes,niqqa
 heheheh hey mikey lol wats happing quot its ya lil boi mikey babi quot lmao,no,n a
 hey hey who diz ,no,n a
 hi hey who diz ,no,n a
 how big isz yo dick itz 8inchez nd im still growing,no,n a
 how big isz yo dick itz 8inchez nd im still growing,yes,dick
 how big iz y0 dick cause i wanna suck it it is 8 inches nd growing,no,n a
 how big iz y0 dick cause i wanna suck it it is 8 inches nd growing,yes,how big iz y0 dick
 how dem tittties i herd dey stil qrowin lol dnt got none,no,n a
 how dem tittties i herd dey stil qrowin lol dnt got none,yes,tittties
 how dem tittties i herd dey stil qrowin lol dnt got none,yes,sexual harassment
 how tall are you im bout 5 9,no,n a
 how u lyk yo bred toasted toasted lol wat a random question ,no,n a
 how u lyk yo bred toasted toasted lol wat a random question ,no,none
 http www audizine com gallery data 500 camel toe panties jpg lol,no,n a
 http www formspring me bornbadd follow thee link lol lmao,no,n a
 http www meatspin com wtf ,yes, http www meatspin com 
 http www meatspin com wtf ,no,n a
 http www meatspin com wtf ,yes,posting links to a pornographic website 
 i aint da one dat said da tampon thang but i added yo myspace no ya didnt ididnt get a request,no,n a
 i also have ma nipplesz peirced cause i know yyuh lyk dat mhm yew do gosh,no,n a
 i cuuldd sl d3 uhhpp and dwn on dhat dikk kum on den gimmie yo numba nd ima call lol,no,n a
 i cuuldd sl d3 uhhpp and dwn on dhat dikk kum on den gimmie yo numba nd ima call lol,yes,slap up and down on that dick
 i h3rd yuh su k3d l x 39 s d k n y ll cum3d n 3 h 0 3rszz 3y3sz n m0 n3d ll n qh l0nq wtf bxtch get da fuk out hea wid dat ish wut i luk lyke ,yes,wtf bxtch get da ful out hea wid dat ish
 i h3rd yuh su k3d l x 39 s d k n y ll cum3d n 3 h 0 3rszz 3y3sz n m0 n3d ll n qh l0nq wtf bxtch get da fuk out hea wid dat ish wut i luk lyke ,yes,wtf bxtch get da fuk out hea wid dat ish wut i luk lyke 
 i h3rd yuh su k3d l x 39 s d k n y ll cum3d n 3 h 0 3rszz 3y3sz n m0 n3d ll n qh l0nq wtf bxtch get da fuk out hea wid dat ish wut i luk lyke ,yes, wtf bxtch get da fuk out hea wid dat ish wut i luk lyke 
 i kno its funny laff away nigguh ok bah lol,no,n a
 i kno its funny laff away nigguh ok bah lol,yes,i kno its funny laff away nigguh ok bah 
 i luhh dhat pic negro itszs sexy lemm3 suck y0 d k lol yew sure kan,yes, negro suck yo dick 
 i luhh dhat pic negro itszs sexy lemm3 suck y0 d k lol yew sure kan,no,n a
 i luhh dhat pic negro itszs sexy lemm3 suck y0 d k lol yew sure kan,yes,suck yo dik
 i luhh u already i dha grl dat wanna give u becky and sex lol im ready for it,no,n a
 i rather not ohkay den,no,n a
 i saw yuh rote on alix formspring well bae yuh hawt will yuh wam fo me lol wow it dnt mata wat ya guna do for mi ,no,n a
 i see yo dick n it look tasty lol how ,yes,dick n it look tasty
 i see yo dick n it look tasty lol how ,no,n a
 i show yuh a hot azz tym i kan doezz ne thang u want mhm ohkay slide yo numba nd iwill met yew lol,no,n a
 i think she got u on myspace yah she does,no,n a
 i want dat dick kum get it den,yes,i want dat dick
 i want dat dick kum get it den,no,n a
 i want to squat over your face and pee in you eyeballs lol datz outrageous,no,n a
 i want to squat over your face and pee in you eyeballs lol datz outrageous,yes,sexual harassment harassment
 i want you to grasp my big peach white nipples amp never let go ohkay,no,n a
 i wnna suck ur dick so hard kum on lol,yes,i wnna suck ur dick so hard
 i wnna suck ur dick so hard kum on lol,no,n a
 i wunt y0 cum surfacing dh rimsz of ma lipszzz ohkay iwud do dat,yes,n a
 i wunt y0 cum surfacing dh rimsz of ma lipszzz ohkay iwud do dat,no,n a
 i wunt y0 di ckk kum get it den,yes,i wunt y0 di ckk
 i wunt y0 di ckk kum get it den,no,n a
 i wunt yo cum on my lipsz ohkay tell mi when nd where,yes, name 
 i wunt yo cum on my lipsz ohkay tell mi when nd where,yes,i wunt yo cum on my lipsz 
 i wunt yo cum on my lipsz ohkay tell mi when nd where,no,n a
 ididnt write dhat so who diz,no,n a
 idk mhm ohkay so watz up,no,n a
 if she talk to u would u answer her idk she a jit ya feel mi n she anit mi type,no,n a
 if you could become any fictional character who would you be dat one name hottboi mikey ,no,n a
 iguess yew dnt fucks wit mhe anymo idnt be on da cumputa lyke dat,no,n a
 iguess naw now yew kno,no,n a
 ill play ya saturday oh so yew guna be out dea wat tyme doe nd bring a ball my nigka ,no,n a
 ill play ya saturday yeah ,no,n a
 im humpin da cumputer scr3333n thinkin about yuh n y0 d k lmfao bye,no,n a
 im humpin da cumputer scr3333n thinkin about yuh n y0 d k lmfao bye,yes,im humpin da cumputer scr3333n thinkin about yuh
 ima bite da tip of yo dick offf n splatter it into itty bitty pieces oh naw ianit on dat ish ineed my dik,yes,ima bite da tip of yo dick offf n splatter it into itty bitty pieces
 ima bite da tip of yo dick offf n splatter it into itty bitty pieces oh naw ianit on dat ish ineed my dik,no,n a
 ima hump dat dick all nite l0nq im ready fa it,no,n a
 ima hump dat dick all nite l0nq im ready fa it,yes,ima hump dat dick all nite
 ion kno lol so shut dat ish up,no,n a
 is u gay hello no bxtch clea itt of mi ish ,yes, q is u gay a hello no bxtch clea itt of mi ish 
 is u gay hello no bxtch clea itt of mi ish ,yes,bxtch bitch 
 is u gay hello no bxtch clea itt of mi ish ,no,n a
 it wass gudd yupz iparty all nite nd day,no,n a
 iz it tru dat yu wuz shakin y0 meat to da hannah montana show wtf idnt watch dat nd no iwasnt,yes, shakin y0 meat wtf 
 iz it tru dat yu wuz shakin y0 meat to da hannah montana show wtf idnt watch dat nd no iwasnt,no,n a
 iz yyo cum realie gray umm wtf ,yes,iz yyo cum realie gray
 iz yyo cum realie gray umm wtf ,yes,cum realie gray
 iz yyo cum realie gray umm wtf ,no,n a
 iz yyo cum realie pink no wtf ,no,n a
 iz yyo cum realie pink no wtf ,yes,iz yyo cum realie pink
 justtt hit dha g spot so i can orgasm wit dhat bigg dikk of yours im ova alix yuhh betta lol dnt worry iwill watz ya name ,no,none
 justtt hit dha g spot so i can orgasm wit dhat bigg dikk of yours im ova alix yuhh betta lol dnt worry iwill watz ya name ,no,n a
 k ya igot yo request damn yew gotta lil ass behind yew,no,none
 k ya igot yo request damn yew gotta lil ass behind yew,no,n a
 kan u wam because i love lil wayne and da wam i be doin it even do im a girl lol gurl ikan do anythang,no,n a
 kum on den wit dat big dick yew gotta tell mi wea ta kum at,yes,big dick
 kum on den wit dat big dick yew gotta tell mi wea ta kum at,yes, name 
 kum on den wit dat big dick yew gotta tell mi wea ta kum at,yes,kum on den wit dat big dick
 kum on den tell mi wea at,no,n a
 l k m cum nope ,no,n a
 l k m cum nope ,yes, l k m cum 
 l3 h v3 3x nd w ll q v3 y0u d b3 b3 ky y0u 3v h d wen eva ya ready,no,n a
 l3 h v3 3x nd w ll q v3 y0u d b3 b3 ky y0u 3v h d wen eva ya ready,no,none
 l3mmm3 pu sum d k n y w0rld bxtch ianit gay,no,n a
 l3mmm3 pu sum d k n y w0rld bxtch ianit gay,yes, l3mmm3 pu sum d k n y w0rld bxtch ianit gay
 lemme grasp dat dick for a quick sec lol mhm,no,n a
 lemme grasp dat dick for a quick sec lol mhm,yes,grasp dat dick
 list3n quot millionbabii quot b3 y3w n w0r h h dk why yuhh ll y0 s3lf dh n yuh m d cuhh y00 cooch st nk man yall anit guna bring dat ish on my stuff,no,n a
 list3n quot millionbabii quot b3 y3w n w0r h h dk why yuhh ll y0 s3lf dh n yuh m d cuhh y00 cooch st nk man yall anit guna bring dat ish on my stuff,yes,cuhh y00 cooch st nk
 lmao but then alix will see mee lol how bout ya give it tew mi nd iwont accept the komment duh,no,n a
 lmao but then alix will see mee lol how bout ya give it tew mi nd iwont accept the komment duh,yes,lmao
 lmao watevaa yew bee cheatinqq on mhe lolss let dha mediaa go crazyy lol no idnt iguess bih,no,n a
 lmaooo who yhu think diss iss kiya,no,n a
 lmaooo who yhu think diss iss kiya,yes,lmaooo
 lmfao dheyy cant havee it causee itss miness ohkay ,no,n a
 lmfao shee a stalker dhat bihh saidd who aree yew wow,no,n a
 lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe lol ohka,yes, lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe 
 lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe lol ohka,yes, q lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe 
 lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe lol ohka,no,n a
 lmfao umhuhh flaw buddiee yupz yupz hehe,no,n a
 lmfaoo wow yodda,no,n a
 lmfaoo wow yodda,no,none
 lol funnyy childrenn but slidinqq babe insiderr juss forr yuu mikeyy hmmm let 39 s see let 39 s see lmao rite chea boo hehe,no,n a
 lol nigga you think u can rap do ikno ikan go check out mi musik n listen to it bxtch lmao myspace com pokemonboyz7,no,n a
 lol nigga you think u can rap do ikno ikan go check out mi musik n listen to it bxtch lmao myspace com pokemonboyz7,no,none
 lols wow how wass ur easter great went ta jamaca yew ,no,n a
 lolss brah im tired of these girls writeing me like foreal man control yo groupiess lol idk who dey are,yes,control yo groupiess
 lolss brah im tired of these girls writeing me like foreal man control yo groupiess lol idk who dey are,no,n a
 lolss damn baee dhiss femaless reallyy want ur dickk lmao im telling yew,no,n a
 lolss damn baee dhiss femaless reallyy want ur dickk lmao im telling yew,yes,dhiss femaless reallyy want ur dickk
 lolss damn yupz hehe,no,n a
 lolss dhat aiint gudd mhm,no,n a
 lolss iim not laughinqq shut up r i g h t ,no,n a
 lolss iim not laughinqq shut up r i g h t ,yes,shut up
 lolss iknoo yew do n gurl shut up yew anonymous im through argureinqq wit yew lol wow,no,n a
 lolss iknoo yew do n gurl shut up yew anonymous im through argureinqq wit yew lol wow,yes,shut up
 lolss iknoo yew do n gurl shut up yew anonymous im through argureinqq wit yew lol wow,yes,through arguing with you
 lolss iknoo mhm yupz,none,n a
 lolss iknoo mhm yupz,no,n a
 lolss mhe tew kewl lol,no,n a
 lolss slickk mouthh aihh lol ikno,yes,lolss slickk mouthh aihh
 lolss slickk mouthh aihh lol ikno,no,n a
 lolss so watss up witchaa yew nun really juz fuxing around yew ,yes,fuxing around
 lolss so watss up witchaa yew nun really juz fuxing around yew ,no,n a
 lolss yall hoess desperatee ass fuckk myy niggahh dont want yall brahh get real lmao deep throat hoee yew nastyy dhat shxt aint ckutee watchh yew gon catchh sum shxt hoe like seriouslyy dhat aint ckute anywayss sliden daddyy lmfao ifeel ya,no,n a
 lolss yall hoess desperatee ass fuckk myy niggahh dont want yall brahh get real lmao deep throat hoee yew nastyy dhat shxt aint ckutee watchh yew gon catchh sum shxt hoe like seriouslyy dhat aint ckute anywayss sliden daddyy lmfao ifeel ya,yes, hoes desperate don t want you deep throat hoe not cute 
 lolss yall hoess desperatee ass fuckk myy niggahh dont want yall brahh get real lmao deep throat hoee yew nastyy dhat shxt aint ckutee watchh yew gon catchh sum shxt hoe like seriouslyy dhat aint ckute anywayss sliden daddyy lmfao ifeel ya,yes, q lolss yall hoess desperatee ass fuckk myy niggahh dont want yall brahh get real lmao deep throat hoee yew nastyy dhat shxt aint ckutee watchh yew gon catchh sum shxt hoe like seriouslyy dhat aint ckute anywayss sliden daddyy 
 lolss yeahh yew aree cleaa it mane ,no,n a
 lolss yew nastyy duh im da freak of da town,no,n a
 lolss yew stolee dhat sxht frm mhe quot yew on sum otha shxt dressedd in all blackk quot lolss wow lmfao stale,yes,yew on sum otha shxt dressedd in all blackk
 lolss yew stolee dhat sxht frm mhe quot yew on sum otha shxt dressedd in all blackk quot lolss wow lmfao stale,no,n a
 look like dat girl off of thats so raven lol who ,no,n a
 luk like dhat boii tyga tyga who ,no,n a
 lykee ohhemmgee hiii mikey lol ohkay hi,no,n a
 m 0rq m r3 cr3 m nq w ldly 0u my l p lol,no,n a
 m 0rq m r3 cr3 m nq w ldly 0u my l p lol,yes,mild sexual harassment
 m pu zzy qh 3r d3n q3r w00d vv3 3r knoww how h v3 q00d m3 n d b3d d0 k3q l 3xc3rc 3 qh 3n mhm,no,n a
 m3 nd m d d vv 3 n d nn3r nd qu kly luk3d y0ur f0rm pr nq p ur3 nd d d d b3 nd d b qq3 0rq m y3 nd m p q0 h0rny nd d3n vv3 h d 3x vv unpr0 3 3d d0 y0u h nk 39 m pr3qn n lmfao wtf yew tell mi,no,n a
 m33 yuhh n ma d d qo h v3 a 3s0m3 a ap lol wtf hell no,no,n a
 m33 yuhh n ma d d qo h v3 a 3s0m3 a ap lol wtf hell no,yes,qo h v3 a 3s0m3 a ap
 m33 m3 d m ll 0n m0nd y nd ll q v3 yuh d b3 b3 ky 3v which mall bih,no,n a
 m33t mii t dh p rkk izzz goin downnnn which park nd when,yes, meet me at the park it s going down sounds threatening 
 m33t mii t dh p rkk izzz goin downnnn which park nd when,no,n a
 mikey wassup my niggah nun juz jooking nd viben,yes,niggah
 mikey wassup my niggah nun juz jooking nd viben,no,n a
 mmmmmmmmawwwu ooo my 0rq m zz 0ff d h r m hump nq d b3d nd s0m3 of my cum c m3 0u wtf lol,yes, 0rq m zz 0ff d h r m hump nq d b3d nd s0m3 of my cum c m3 0u 
 mmmmmmmmawwwu ooo my 0rq m zz 0ff d h r m hump nq d b3d nd s0m3 of my cum c m3 0u wtf lol,no,n a
 mmmmmmmmawwwu ooo my 0rq m zz 0ff d h r m hump nq d b3d nd s0m3 of my cum c m3 0u wtf lol,no,mmmmmmmmawwwu ooo my 0rq m zz 0ff d h r m hump nq d b3d nd s0m3 of my cum c m3 0u 
 my pu zzy z hrobb nq fo yo d ck t q0 n d h lol ima go deep,no,n a
 n gg yuh k nd got dat lil wayne thang go n 0n lol how,no,n a
 n qq r3 yuh v rq n d0n 39 h nk yuh z no im not ya rite ,no,n a
 n qq d p s3xy b n y0 l ip i fu k n luh yuh n3qr0 lol who diz ,yes,n qq d p s3xy b n y0 l ip i fu k n luh yuh n3qr0
 n qq d p s3xy b n y0 l ip i fu k n luh yuh n3qr0 lol who diz ,no,n a
 n qq d p s3xy b n y0 l ip i fu k n luh yuh n3qr0 lol who diz ,yes, n qq d p s3xy b n y0 l ip i fu k n luh yuh n3qr0 
 n qq i b3 u m3ll lyk m d rty qym 0 k lmfao mhm,yes, n qq u m3ll lyk m d rty qym 0 k 
 n qq i b3 u m3ll lyk m d rty qym 0 k lmfao mhm,no,none
 n qq i b3 u m3ll lyk m d rty qym 0 k lmfao mhm,no,dicks to you
 n qq l3 v3 l x l0n3 h3 m n3 n qq hh wtf do iluk gay datz mi homeboi,yes,none
 n qq l3 v3 l x l0n3 h3 m n3 n qq hh wtf do iluk gay datz mi homeboi,yes,gay
 n qq l3 v3 l x l0n3 h3 m n3 n qq hh wtf do iluk gay datz mi homeboi,no,n a
 n qq wh ch h nk b0u 3 0m3 o ish im on dat but istick yew lick,no,n a
 n qqa yuhh r n ta b3 m3 n iam hoe,no,n a
 n qqa yuhh r n ta b3 m3 n iam hoe,yes, n qqa 
 n3qro wuzz ya number who diz ,no,n a
 name one female you really enjoy talking to and be honest ight well its kinda hard idk well mi lil boo mi boo and mi ex ,no,n a
 nigga dese hoes posed pikturesz of ya r http www skeezy com videos drew and axel 1704 html lmao,no,n a
 nigga u fresh as fuck lol how ya kno,no,n a
 nigga u fresh as fuck lol how ya kno,no,none
 nigga you qot dredsz naw,no,n a
 nigga you qot dredsz naw,yes, name 
 niggga yuh lookin guud l8ly ,no,n a
 niggga yuh lookin guud l8ly ,yes,niggga
 niggga yuh lookin guud l8ly ,yes,nigga
 nigggah isz yuh circumsized kum luk bxtch,yes, kum look bxtch 
 nigggah isz yuh circumsized kum luk bxtch,yes,nigggah isz yuh circumsized
 no how bowt yhu ansa my muh fhuckin qwestion andd not wit anotha qwestion dayyum yhu so dayyum difficult lmao ithink n kno who diz is buh seriously idk ,yes,no how bowt yhu ansa my muh fhuckin qwestion andd not wit anotha qwestion 
 no how bowt yhu ansa my muh fhuckin qwestion andd not wit anotha qwestion dayyum yhu so dayyum difficult lmao ithink n kno who diz is buh seriously idk ,no,n a
 o ok brah i love those songs on your myspace profile lmao told yew bxtch who diz ,yes,bxtch
 o ok brah i love those songs on your myspace profile lmao told yew bxtch who diz ,no,n a
 o ok change the subject well who u cause iam her cuzzin ohkay well im alix homeboi,no,n a
 oh dhatss watss up ya digg,no,n a
 oh dhatss watss up ya digg,no,none
 oh really and i cnt let alix see it i dont want himto knoww cause of something i cnt say or he ll know ya nd lmao o wow ohkay so watz ya myspace,no,n a
 oh wow your tallllll and im like 5 39 6 and i have a monroe piercing mhm o wow,no,n a
 ohkay wht if shee didntt have an ass butt she whud kuute amp yall was feelin eachothuh den dats different if she kute but not to skinny,no,n a
 ohkay yupz,no,n a
 ohkayy ya so watz up nd y formspring changed,no,n a
 ok d3n don m be d0 nq ll d vv0rk d3n mhm,no,n a
 okay onee question who is your lil boo and your boo lisha n jennie,no,n a
 okayy so how ya ben ,no,n a
 ommmmf omq m b 3 d h cr zy n33d yo d ck mhm ohkay,yes, d h cr zy n33d yo d ck
 ommmmf omq m b 3 d h cr zy n33d yo d ck mhm ohkay,no,n a
 ommmmf omq m b 3 d h cr zy n33d yo d ck mhm ohkay,yes, sexual harassment n33d yo d ck 
 oo i gotchu yeah manee yupz yupz,no,n a
 rhzhrbxbbz my orq m 0ff d m00n lmfao,no,n a
 rhzhrbxbbz my orq m 0ff d m00n lmfao,yes,orq m
 samee here n twakiin tew dhiss ckutee boyy namedd hottboii mikeyy lol o wow yew funny,no,n a
 samee here n twakiin tew dhiss ckutee boyy namedd hottboii mikeyy lol o wow yew funny,yes,n a
 seee im makin u famous dese girls crazi dawg lol nigka suk a big ass dik,yes, crazi nigka suk a big ass dik 
 seee im makin u famous dese girls crazi dawg lol nigka suk a big ass dik,yes, nigka suk a big ass dik 
 seee im makin u famous dese girls crazi dawg lol nigka suk a big ass dik,yes,lol nigka suk a big ass dik
 shan kinqst0n yo cuhz forrreal yes he is ,no,n a
 she askinq you do you have a pull back slow boy wel l she anit writing properly dumb bxtch md how bout yall kum luk,no,n a
 she askinq you do you have a pull back slow boy wel l she anit writing properly dumb bxtch md how bout yall kum luk,yes,dumb bxtch
 so do yew havee a myspacee ya ido,yes,n a
 so do yew havee a myspacee ya ido,no,n a
 so who do yhu think yhur inlovee wit how bout diz who are yew in love wid n bih idk ,no,n a
 sup e a wuz guddie ,no,n a
 teehee du yuu luh mee 3 duh bestiee lol ,no,n a
 teehee du yuu luh mee 3 duh bestiee lol ,no,none
 u 3xp3c m3 t d0 ll d work n qq pl3 3 3 m pu zzy lol naw itz goes istick yew lick ,yes, u 3xp3c m3 t d0 ll d work n qq pl3 3 3 m pu zzy
 u 3xp3c m3 t d0 ll d work n qq pl3 3 3 m pu zzy lol naw itz goes istick yew lick ,no,n a
 u are sooo nastyy naw im juz freaky,no,n a
 u are sooo nastyy naw im juz freaky,yes, u are sooo nastyy 
 u are sooo nastyy naw im juz freaky,yes, calling the person so nasty 
 u go to rms nope igo to lakez,no,n a
 u hopped on one of dese twu lol ya nigka,no,n a
 u like somebody at lakes ya damn skippy,no,n a
 uhmm bestie y dnt u evr get da braces ya teeth are fcked up lmao who diz nd idnt have all mi teeth so suk a big slab lol,yes,ya teeth are fcked up
 uhmm bestie y dnt u evr get da braces ya teeth are fcked up lmao who diz nd idnt have all mi teeth so suk a big slab lol,yes,uhmm bestie y dnt u evr get da braces ya teeth are fcked up 
 uhmm bestie y dnt u evr get da braces ya teeth are fcked up lmao who diz nd idnt have all mi teeth so suk a big slab lol,yes, y dnt u evr get da braces ya teeth are fcked up 
 umm boy yhuew came on miy page so who is yhuew lol wen ifirst made diz ish yew was lyke hi so im juz asking who diz ,no,n a
 uqhhh iquess yew goht hoess all ova youh lmao lol im telling yew,no,n a
 vv3 h d 3xx d 0 h3r d y nd y0 p3n m3lt l k3 p zz d q00d nd y00 cum 3 l k3 h33 3 k3 no we didnt,no,n a
 vv3 h d 3xx d 0 h3r d y nd y0 p3n m3lt l k3 p zz d q00d nd y00 cum 3 l k3 h33 3 k3 no we didnt,yes,cum sex
 vv3 h d 3xx d 0 h3r d y nd y0 p3n m3lt l k3 p zz d q00d nd y00 cum 3 l k3 h33 3 k3 no we didnt,yes, lying saying they had sex and then insulting their smell taste 
 w k3 uhp n sm3lll m pu ss 3 sorry bye ,yes,pu ss 3
 w k3 uhp n sm3lll m pu ss 3 sorry bye ,no, w k3 uhp n sm3lll m pu ss 3
 w k3 uhp n sm3lll m pu ss 3 sorry bye ,no,n a
 w3 n33d t0 h v3 hr33 0m3 w d d f r3 rd3d qurl h 3z n qq dun h3rd d h3 q0t d d0wn yndr0m3 d 3 s3 lmao wtf ,yes, the entire question is barely readable but i can make out retard and nigga 
 w3 n33d t0 h v3 hr33 0m3 w d d f r3 rd3d qurl h 3z n qq dun h3rd d h3 q0t d d0wn yndr0m3 d 3 s3 lmao wtf ,no,n a
 w3n yuh l0 t y virginity y ya wanna kno ,no,n a
 w3n yuh w nt m3 t0 g v3 yuh becky anytyme,no,n a
 watss ur email lilgego1youngg yahoo com,no,n a
 what wood yuh do fo meh tell mi wat ya want mi tew do nd iwill work it out,no,n a
 what 39 s the oldest piece of clothing you still own and wear mhm diz shirt ihad 5 yearz ago,no,n a
 whats yo fav position every one in da book,no,n a
 where is my your id lmao idk wea its at haha,no,n a
 who wass yhur valentinee diz grul name kiya y ,no,n a
 who wass yhur valentinee diz grul name kiya y ,no,none
 whuut youu up 2to follow me on dis shxt lol idid,no,n a
 why ddoo you tawk two alot of females as you say bekuz itz fun lol n idont lyke nigka s so dats y,no,n a
 why ddoo you tawk two alot of females as you say bekuz itz fun lol n idont lyke nigka s so dats y,yes,idont lyke nigka s
 why do guy 39 s like ass so much usually don 39 t get any lol idk,no,n a
 why do guy 39 s like ass so much usually don 39 t get any lol idk,yes, guy s like ass so much usually don t get any 
 why yew got suspended kuz dea claimed ihit sum female wid a trash can,no,n a
 why you confused kuz idk who diz is,no,n a
 why yuh only answered da one thng huh ,no,n a
 why yuhh w0n fu k m3 n d h0l3 dh h b3 f33l n t qh 0n y0 d k h3 rd no komment,no,n a
 why yuhh w0n fu k m3 n d h0l3 dh h b3 f33l n t qh 0n y0 d k h3 rd no komment,yes, h0l3 
 wood you smash tevon k33n bxtch ianit gay cleaa it,yes,bxtch i aint gat
 wood you smash tevon k33n bxtch ianit gay cleaa it,yes,wood you smash tevon k33n bxtch ianit gay cleaa it
 wood you smash tevon k33n bxtch ianit gay cleaa it,no,n a
 would yu ever even think abou goin out wit hannah fish or donna james lmfao hell no iget way better no offense ,no,n a
 would yuh eva fuk a gurl named zurii y not she a gurl rite nd she got a pussy lol hehe,no,n a
 would yuh eva fuk a gurl named zurii y not she a gurl rite nd she got a pussy lol hehe,yes,pussy
 would yuh eva fuk a gurl named zurii y not she a gurl rite nd she got a pussy lol hehe,yes,she a gurl rite nd she got a pussy
 wuld yuh go wit a white gurl ya damn rite she gota have ass n be kute ya feel mi thick ,no,n a
 wutchu mean u tellin me r naw imean foreal,no,n a
 y when you suckd my dog up you was chokin and shit lmfao who da hell is diz wtf yew stopid neva dat ,yes,when you suckd my dog up you was chokin and shit
 y when you suckd my dog up you was chokin and shit lmfao who da hell is diz wtf yew stopid neva dat ,no,n a
 y0 d k l k3 c0rnd0q lol,no,n a
 y0 d k z sm ll nd no itz not yo moma anit say ish but yew want it doe,no,n a
 y0 d k z sm ll nd no itz not yo moma anit say ish but yew want it doe,yes,yo dick is small
 y0 d k z sm ll nd no itz not yo moma anit say ish but yew want it doe,yes,y0 d k z sm ll
 y0 d k s zz f3r0usi0s ya damn rite,no,n a
 y0 d k z b33fy lol how ya kno ,no,n a
 y0 d k w0obbl3 n y0ur p n does it wobble babi it be all ova da place,no,n a
 y0 dick iz da size of ma booqersz lmfao stale nd ewww,no,n a
 y0 dick iz da size of ma booqersz lmfao stale nd ewww,yes,y0 dick iz da size of ma booqersz
 y0 dick size is off da charts ikno bih,no,n a
 y0 lip bitin pic uqlie azz fuck n ya dick small alix told me nigga yew juzz ugly bxtch fuk wrung wid yo no lyfe aihh nd anit gay so alix anit see mi dik so get ghost fuk face hoe ,yes,bxtch fuk wrung wid yo no lyfe aihh nd anit gay so alix anit see mi dik so get ghost fuk face hoe
 y0 lip bitin pic uqlie azz fuck n ya dick small alix told me nigga yew juzz ugly bxtch fuk wrung wid yo no lyfe aihh nd anit gay so alix anit see mi dik so get ghost fuk face hoe ,yes, uqlie azz fuck ya dick small nigga ugly bxtch fuk wrung anit gay fuk face hoe 
 y0 lip bitin pic uqlie azz fuck n ya dick small alix told me nigga yew juzz ugly bxtch fuk wrung wid yo no lyfe aihh nd anit gay so alix anit see mi dik so get ghost fuk face hoe ,no,n a
 y0 sk n isz d col0r of mah p00p mhm,yes,mah p00p
 y0 sk n isz d col0r of mah p00p mhm,no,n a
 y0 v q n sm3ll lykk c0tt q3 h33s3 idnt have wtf get outa hea,no,n a
 y0u m d3 d h03 0rq m q n d p c ur3 y0u q0 y0ur b ckr0und 00 h0 my m0m h3 rd m3 0rq m nd h3 cr3 m3d lmfao,no,n a
 y0u m d3 d h03 0rq m q n d p c ur3 y0u q0 y0ur b ckr0und 00 h0 my m0m h3 rd m3 0rq m nd h3 cr3 m3d lmfao,yes,y0u m d3 d h03 0rq m q n d p c ur3 y0u q0 y0ur b ckr0und 00 h0 my m0m h3 rd m3 0rq m nd h3 cr3 m3d
 y0u m d3 d h03 0rq m q n f0r d dozenth t m3 lmfao im telling yew,no,n a
 y3 nigg yuhh luuk gay bxtch suk mi slab nd get lost yoda ,yes, calling them nigger and saying they look gay 
 y3 nigg yuhh luuk gay bxtch suk mi slab nd get lost yoda ,yes, nigga bxtch suk get lost 
 y3 nigg yuhh luuk gay bxtch suk mi slab nd get lost yoda ,no,n a
 yeash yew do lolss naw,no,n a
 yew eva cunsidered smashin a whit3 gurl wit nice nipples sure nd ihave smashed a white gurl,yes,smashin a whit3 gurl wit nice nipples
 yew eva cunsidered smashin a whit3 gurl wit nice nipples sure nd ihave smashed a white gurl,yes, name 
 yew eva cunsidered smashin a whit3 gurl wit nice nipples sure nd ihave smashed a white gurl,no,n a
 yew miss mhe lolss lol yupz,no,n a
 yhu conceited lah bastard lol lol huh wat yew mean ,no,n a
