text,answer,bullyingword
 do astronauts change their clocks when they move over different time zones in space no i dont think so,no,n a
 do bald men wash their head with soap or shampoo i wouldnt know,no,n a
 do bald people get dandruff idk,no,n a
 do chinese people get english sayings tattooed on their bodies probably,no,n a
 do glow in the dark objects stop glowing when somebody turns the lights on yea,no,n a
 do prison buses have emergency exits possibly,no,na
 do prison buses have emergency exits possibly,no,no
 do prison buses have emergency exits possibly,no,n a
 do siamese twins pay for one ticket or two tickets when they go to movies and concerts probably 2,no,n a
 do siamese twins pay for one ticket or two tickets when they go to movies and concerts probably 2,no,none
 do the minutes on the movie boxes include the previews credits and special features or just the movie itself probably just the movie itself,no,n a
 do they bury people with their braces on probably,no,n a
 do u have a cool anagram for your name ummm no im not bored enough to do that haha,no,n a
 do you act differently around your friends just to fit in no but i do act somewhat different depending on who im with ,no,n a
 do you believe honesty is the best policy yeeesss so much,no,n a
 do you believe in fate i do very much 3 fate is what brings us our friends and relationships 3 ,no,n a
 do you believe in fate i do very much 3 fate is what brings us our friends and relationships 3 ,no,none
 do you believe in ghosts ummm idk i do and i dont haha,no,n a
 do you believe in ghosts ummm sorta its hard for me to explain ,no,n a
 do you believe in god i do 3,no,n a
 do you believe in god indeed i do he is the one i can count on when i cant count on anyone else 3,no,n a
 do you believe in luck sometimes i do 3,no,n a
 do you have a garden yes ,no,n a
 do you have a lot of friends i do ,no,n a
 do you have any nicknames if so what are they umm not really mel is the only one used today ,no,n a
 do you have any nicknames if so what are they umm not really mel is the only one used today ,no,na
 do you have any obsessions musically cobra starship but other than that nope ,no,n a
 do you have any scars on your body if so how apos d you get them i do i have quite a lot how i got them are mangrove island jungle gym wine glass tripping falling ask if you really wanna know more about these ,no,n a
 do you like to dance yessssss i love to dance ,no,n a
 do you like your eggs scrambled or sunny side up neither p,no,no
 do you like your eggs scrambled or sunny side up neither p,no,n a
 do you really know all the words to your national anthem yes ,no,n a
 do you remember your dreams some of them haha,no,n a
 do you think you apos re hot and or sexy no i dont but thats cuz im insecure about myself,no,n a
 do you think you apos re hot and or sexy no i dont but thats cuz im insecure about myself,no,no i guess it could be uncomfortable but not quite bullying 
 do you wake up or open your eyes first i honestly think we wake up before opening our eyes we go thru a rem cycle in our sleep,no,no
 do you wake up or open your eyes first i honestly think we wake up before opening our eyes we go thru a rem cycle in our sleep,no,n a
 do you want to be buried or cremated ummm buried,no,n a
 does a apos marks a lot apos marker mark any more than a regular marker probably not,no,n a
 does eating carrots really help you to see in the dark idk haha,no,n a
 does fuzzy logic tickle sometimes hehe ,no,n a
 does the postman deliver his own mail no ,no,n a
 does the postman deliver his own mail no ,no,none
 does your name make any interesting anagrams ummm mrh nope lol,no,n a
 doesn apos t a lightning rod on top of church show a lack of faith no it shows safety,no,n a
 doesn apos t a lightning rod on top of church show a lack of faith no it shows safety,no,none
 doesn apos t expecting the unexpected make the unexpected become the expected yup it sure does ,no,n a
 dont u worry im not blackmailing you lol i would never tell anyone no matter what lol only i know the answer lol haha thanks ,yes, blackmailing only i know the answer 
 dont u worry im not blackmailing you lol i would never tell anyone no matter what lol only i know the answer lol haha thanks ,no,n a
 dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games awww thanks steven really appreciate it haha ,yes,n a
 dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games awww thanks steven really appreciate it haha ,yes,q dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games 
 dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games awww thanks steven really appreciate it haha ,yes,fuckin big fatass
 dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games awww thanks steven really appreciate it haha ,yes,i bet ur a fuckin big fatass that sits on their ass all day and plays video games
 dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games awww thanks steven really appreciate it haha ,yes,dude get the fuck out of here and leave her alone about what she wants to do with her body and the way she looks i bet ur a fuckin big fatass that sits on their ass all day and plays video games
 elephants have very good memories who realised that and what other brain was it measured against idk and probably ours or a monkey or both hahah,no,n a
 favorite alcoholic drink coronas 3 so beer would be the answer ,no,n a
 favorite drink but i say i ll be back gotta get some more coronas bahaha jk my favorite drink is dr pepper ,no,n a
 favorite food hot cheetos oh and el torito salsa ,no,n a
 favorite movie currently the hangover superbad forgetting sarah marshall how to train your dragon and a few more that i cant remember lol,no,n a
 favorite nickname somebody gave you mmm i dont really have a favorite my gpa used to call me buster one of my best friends calls me mel haha those 2 are the only nicknames for me unless you want to include bitch whore and slut lol,no,n a
 for the guys have you ever worn lingerie for the girls have you ever worn a jockstrap ew no ,no,n a
 girl i have balls they are perfectly fine lol lol sure you do then man up seriously smd ,no,n a
 girl i have balls they are perfectly fine lol lol sure you do then man up seriously smd ,yes,1 lol sure you do the man up seriously smd 
 girl i have balls they are perfectly fine lol lol sure you do then man up seriously smd ,yes,man up seriously 
 girl i have balls they are perfectly fine lol lol sure you do then man up seriously smd ,yes,girl i have balls
 give me the names of 3 objects or things you love most and why my hearing aids as they help me hear the smallest things like crickets family as they will always be there for me and god even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,no,n a 
 give me the names of 3 objects or things you love most and why my hearing aids as they help me hear the smallest things like crickets family as they will always be there for me and god even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,no,n a
 give me the names of 3 objects or things you love most and why my hearing aids as they help me hear the smallest things like crickets family as they will always be there for me and god even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,no,none
 goldfish have a 3 second memory who came to this conclusion and how a scientist lol,no,n a
 guess who i love that game dont really know who this is p lol,no,n a
 haha no its cool you can say it but i think i already know who it is oh that was you asking oh well im just interested in someone that is all we both just got out of a relationship so both of us dont want each other to seem like rebounds plus im not sure of my feelings towards anyone im literally a walking zombie as we speak,no,n a
 hahahah whoever is asking about her favorite sex position i know the answer lol hahahahahahaha bahah yup that you do but im not gonna tell the whole fuckign world what it is lol,no,about her favorite sex position i know the answer
 hahahah whoever is asking about her favorite sex position i know the answer lol hahahahahahaha bahah yup that you do but im not gonna tell the whole fuckign world what it is lol,no,n a
 hahahahah this is awesome i know how to send messages to all my friends cool ,no,n a
 hahahahaha no you wont i know u wont lol he just wants to kow just tell him well what if i dont have a favorite what am i supposed to say then lol,no,n a
 hahahahaha no you wont i know u wont lol he just wants to kow just tell him well what if i dont have a favorite what am i supposed to say then lol,no,none
 have you ever been cow tipping or snipe hunting no ,no,n a
 have you ever been in trouble with the law fuck no i live with a used to be sheriff im careful with the law outside of my home ,no,n a
 have you ever been to a gay bar no haha,no,n a
 have you ever collected stickers that are on fruits no lol ive collected stickers but not the ones on the fruit lol,no,n a
 have you ever eaten a crayon probably when i was a kid lol,no,n a
 have you ever eaten a crayon probably when i was little,no,n a
 have you ever had a poem or a song written about you if so what did it say what was the title yea idr tho,no,n a
 have you ever had a secret admirer what did he she do for you not that i can remember ,no,n a
 have you ever had a secret admirer what did he she do for you not that i can remember ,no,none
 hello beautiful you apos ve been nibbled on today is nibble day and baby you know you apos re sexy if you get nibbled go ahead amp start nibblin apos send this to all your sexy friends even me if you get 2 back you apos re ugly 3 4 ok 5 6 damn 7 8 wow haha definitely wont be sending this amywhere i dont need chain mail to tell me how good i look i already know ,no,none
 hello beautiful you apos ve been nibbled on today is nibble day and baby you know you apos re sexy if you get nibbled go ahead amp start nibblin apos send this to all your sexy friends even me if you get 2 back you apos re ugly 3 4 ok 5 6 damn 7 8 wow haha definitely wont be sending this amywhere i dont need chain mail to tell me how good i look i already know ,no,n a
 hey everyone im gettin alot of complaints please inbox me and let me know if u dont wanna be on my spam list i still do ,no,n a
 hey everyone im gonna start spamming again starting tomorrow if you dont want to be spammed then inbox me asap okie dokie p,no,n a
 hhaahhaahahaha dont u just love people who do that lol i know seriously whoever they are obviously doesnt have the balls to tell me to my face or at least tell me who they are lol,no,n a
 how big is your bed umm small cuz its a couch lol,no,n a
 how can sweet and sour sauce be sweet and sour at the same time because it is fucking awesome ,no,n a
 how did the first women ever to shave their legs know that the skin wouldn apos t just peel right off idk lol,no,n a
 how did the first women ever to shave their legs know that the skin wouldn apos t just peel right off idk lol,no,no
 how do they get the swirls in the toothpaste to come out so perfectly magic toothpaste fairies p,no,n a
 how do you eat your cookie eat around edges break in half just eat it lol i eat it like a normal person lol,no,none
 how do you eat your cookie eat around edges break in half just eat it lol i eat it like a normal person lol,no,n a
 how do you handcuff a one armed man wow really ,yes,cuff a one armed man
 how do you handcuff a one armed man wow really ,no,n a
 how do you tell when you run out of invisible ink when there is none left p,no,n a
 how do you view yourself describe your personality physicality sexuality abnormalities and all the ity apos s there are about you hmm i wonder who asked this haha personality umm im fun shy at first but i can be outgoing haha physicality im 5ft short yes i ride the short bus its fun haha sexuality im straight haha not interested in sex havent been for a while haha abnormalities im hard of hearing anything else about me i love horror movies and rollercoasters that would an epic date night haha anything else you wanted to know about me that i may not have answered ,no,n a
 how does freddy kruger wipe his butt ewww why would you wanna know this shit,no,n a
 how important does a person have to be before they are considered assassinated instead of just murdered famous p,no,no
 how important does a person have to be before they are considered assassinated instead of just murdered famous p,no,n a
 how long does it take you to like somebody are you one of those quot love at first sight quot type of people how long does it take who knows for me sometimes its the few days that ive talked to them sometimes its been weeks ummm every once in a while i have those quot love at first sight quot moments ,no,n a
 how many drinks does it take before you get drunk a couple i really only like beer haha p and not hard liqour,no,n a
 how many drugs have you done in the past three days zero ,no,n a
 how many guys have u fucked umm thats for me to know and not for the world to find out about ,yes,how many guys have u fucked
 how many guys have u fucked umm thats for me to know and not for the world to find out about ,none,how many guys have u fucked
 how many guys have u fucked umm thats for me to know and not for the world to find out about ,no,n a
 how many guys have u fucked umm thats for me to know and not for the world to find out about ,yes,guys have u fucked
 how many languages do you speak technically 2 english and sign language ,no,n a
 how many licks does it take to get to the center of a lollipop dgaf ,no,n a
 how many people are you following right now on here like maybe 15 people or a lil more lol,no,n a
 how many times have you been cussed out for me its alot cause of work lol a few times,no,n a
 how much are you going to release that information for i would gladly pay to know that im not a fucking prostitute lol i dont want your money maybe if you tell me who you might be ill let you know the answer ,no,n a
 how much should a bag of kettle korn be ewww i hate that stuff p,no,n a
 how much wood would a wood chuck chuck if a wood chuck could chuck wood as much as it would like to chuck ,no,n a
 how often do you hate your life whoever told you i hated my life and not often theres time where i feel like its the end of the world but ive got the bestest friends in the whole wide world to help get me back on my feet ,no,n a
 how old are you before it can be said you died of old age oooollllldddd,no,n a
 how well can you fudderwack wtf i dont even know what that is o o lol,yes,how well can you fudderwack 
 how well can you fudderwack wtf i dont even know what that is o o lol,no,n a
 how well can you fudderwack wtf i dont even know what that is o o lol,yes,wtf
 how would a world without music affect us we would go crazy movies would suck haha,no,n a
 how would you throw away a trash can toss it in a dumpster p,no,n a
 http www chatzy com 498131478193 join me in a chatroom no thanks,no,n a
 i asked the question about the quote in ur background ahaha because i also found it on stumble com lmao lol yea it came up for me too and i loved it ,no,n a
 i did in high school alright umm did we talk very much ,no,n a
 i did in high school alright umm did we talk very much ,no,none
 i just want your opinion on it i want to know how you think in terms of attraction oh ok well i believe my beauty came from god and its not up to me to determine how beautiful i am ,no,n a
 i just want your opinion on it i want to know how you think in terms of attraction oh ok well i believe my beauty came from god and its not up to me to determine how beautiful i am ,no,no
 i meant describe your favorite date describe it well horror nights theres nothing to describe except getting scared and holding on to each other for dear life but at the same time think its toally awesome lol as far as dream dates go it would have to be something to do with the beach not sure about the details except for roses and what not this is probably the most girly thing i ever think about lol,no,n a
 i thought about how mothers feed their babies with tiny little spoons and forks so i wondered what do chinese mothers use toothpicks bahaha i doubt it,no,n a
 i thought about how mothers feed their babies with tiny little spoons and forks so i wondered what do chinese mothers use toothpicks bahaha i doubt it,no,none
 i apos m not comparing you to her im just saying that it is possible to determine how you look oooo thats the media mindfucking you lol good job getting mind fucked no you cant quot determine quot how you look you can get surgeries and stuff to make you think you look better but most people wont do that most guys like a girl thats all natural and thats how im gonna stay the way god wants me to be ,no,n a 
 i apos m not comparing you to her im just saying that it is possible to determine how you look oooo thats the media mindfucking you lol good job getting mind fucked no you cant quot determine quot how you look you can get surgeries and stuff to make you think you look better but most people wont do that most guys like a girl thats all natural and thats how im gonna stay the way god wants me to be ,no,na
 i apos m not comparing you to her im just saying that it is possible to determine how you look oooo thats the media mindfucking you lol good job getting mind fucked no you cant quot determine quot how you look you can get surgeries and stuff to make you think you look better but most people wont do that most guys like a girl thats all natural and thats how im gonna stay the way god wants me to be ,no,n a
 if a bald person works as a chef at a restaurant do they have to wear a hairnet depends on the restaurants policies,no,n a
 if a bee is allergic to pollen would it get the hives haha i think that would be impossible,no,n a
 if a book on apos how to achieve success apos is a failure is it a success sure why not ,no,n a
 if a cannible was on death row could he ask for the last guy that was electricuted for his last meal he could would he get it is the real question,no,n a
 if a doctor suddenly had a heart attack while doing surgery would the other doctors work on the doctor or the patient both p,no,na
 if a doctor suddenly had a heart attack while doing surgery would the other doctors work on the doctor or the patient both p,no,n a
 if a kid refuses to sleep during nap time are they guilty of resisting a rest bahaha thats funny and yes,no,n a
 if a king is gay and marries another guy what is that guy to the royal family the wifey lol idk,no,na
 if a king is gay and marries another guy what is that guy to the royal family the wifey lol idk,no,n a
 if a stripper gets breast implants can she write it off on her taxes as a business expense i wouldnt doubt it lol,no,n a
 if a stripper gets breast implants can she write it off on her taxes as a business expense i wouldnt doubt it lol,no,n a 
 if fed ex and ups were to merge would they call it fed up or f ups fuck ups hehe p,no,n a
 if girls with large breasts work at hooters then do girls with one leg work at ihop possibly but who knows large breasted girls could work at ihop too,no,n a
 if girls with large breasts work at hooters then do girls with one leg work at ihop possibly but who knows large breasted girls could work at ihop too,yes,large breasts
 if i had my legs amputated would i have to change my height and weight on my driver apos s license hmmm thats a good question,no,n a
 if i tell u who it is will u answer it lol im one of ur ex apos s from high school whos name starts with an s lol not that hard lol oh steven lol well i think you know the answer to it lol hey have you been asking other questions too ,no,n a
 if k f c stands for kentucky fried chicken why do they play sweet home alabama on the comercials the music sounds good lol,no,n a
 if laughter is the best medicine who apos s the idiot who said they apos died laughing apos they laughed alil too much i guess,no,n a
 if london bridge is standing why is there a song about it falling down wow really cuz people like making cool songs about bridges,no,n a
 if nobody buys a ticket to a movie do they still show it maybe ,no,n a
 if parents say quot never take candy from strangers quot then why do we celebrate halloween its the day of exceptions where we can look like idiots also p,no,n a
 if parents say quot never take candy from strangers quot then why do we celebrate halloween its the day of exceptions where we can look like idiots also p,no,none
 if people with one arm go to get their nails done do they pay half price idgaf p,yes, people with one arm get do they pay half price 
 if people with one arm go to get their nails done do they pay half price idgaf p,no,n a
 if rabbitsu2019 feet are so lucky then what happened to the rabbit good question ,no,n a
 if the fbi breaks your door down do they have to pay for it maybe,no,n a
 if the professor on giligan apos s island can make a radio out of coconut why can apos t he fix a hole in a boat he is too smart p,no,n a
 if the universe is everything and scientists say that the universe is expanding what do you think it is expanding into honestly i dont think any knows that answer we are constantly trying to figure out the world around us and as we do we will always have questions that will remain unanswered ,no,n a
 if the universe is everything and scientists say that the universe is expanding what do you think it is expanding into honestly i dont think any knows that answer we are constantly trying to figure out the world around us and as we do we will always have questions that will remain unanswered ,no,n a 
 if there apos s an exception to every rule is there an exception to that rule wouldnt doubt it,no,n a
 if tomorrow is going to be twice as cold as today and today it is 0 degrees how cold is it going to be tomorrow 0 degrees ,no,n a
 if u had to choose to get back with one of ur ex apos s whos name starts with an s who would it be seriously geez who ever is asking this question obvisously knows the answer therefore i have no need in actually answering this ,no,n a
 if u had to choose to get back with one of ur ex apos s whos name starts with an s who would it be seriously geez who ever is asking this question obvisously knows the answer therefore i have no need in actually answering this ,no,no
 if uranus had earthquakes would they be called uranusquakes lol possibly,no,n a
 if vegetarians love animals so much why do they eat all their food huh they love animals so they dont eat them but they do gotta eat one way or another lol,no,n a
 if vegetarians love animals so much why do they eat all their food huh they love animals so they dont eat them but they do gotta eat one way or another lol,no,na
 if you became a multi millionaire overnight what would you buy a house ,no,n a
 if you could be a star athlete in any sport which sport would you pick hmmm i think i would choose either volleyball or softball i love both sports ,no,n a
 if you could be a star athlete in any sport which sport would you pick hmmm i think i would choose either volleyball or softball i love both sports ,no,na
 if you could be an animal what would you be tiger roar lol jk nah id like to either be a puppy or a cool dinosaur p,none,n a
 if you could be an animal what would you be tiger roar lol jk nah id like to either be a puppy or a cool dinosaur p,no,n a
 if you could be on the cover of any magazine which would you choose cosmo lol or people ,no,n a
 if you could bring one character to life from your favorite book who would it be idk haha maybe beowulf ,no,n a
 if you could change one thing about the world regardless of guilt or politics what would you do oil spill and world peace and world hunger i know thats 3 but i cant choose lol,no,n a
 if you could change something about your home without worry about expense or mess what would you do make it big enough for my extended family and those who really arent quot family quot but treat them like they are to live in,no,n a
 if you could give one thing up to gain another what would they be hmm thats a really hard question for me hmmm let me think about it and ill get back to you ,no,n a
 if you could go back in time 10 years and tell your younger self something what would it be life s a bitch and it has puppies too haha ,no,n a
 if you could go back in time 10 years and tell your younger self something what would it be life s a bitch and it has puppies too haha ,no,na
 if you could go on vacation for the next month with an unlimited budget where would you go australia for sure ive never been and ive always wanted to go haha ,no,n a
 if you could go to a planet which would it be id like to visit mars ,no,n a
 if you could have a super power what would it be ooo either invisibility or reading minds ,no,n a
 if you could instantly become fluent in another language which language would you pick im already kinda sorta fluent in the best language in the world sign language 3,no,n a
 if you could only listen to one song for the next month which would it be one song really umm ive got 3 songs in mind that i would use living on a prayer by bon jovi positive vibes by kottonmouth kings or crawl by chris brown ,no,n a
 if you could only read one magazine for the rest of your life which would it be cosmo ,no,n a
 if you could only watch one tv show what would it be big bang theory all the way 3,no,n a
 if you could rid the world of one thing what would it be hate 3,no,n a
 if you could rid the world of one thing what would it be hate 3,no,na
 if you don apos t follow either star trek or star wars an answer from a previous question how in the world do you find the big bang theory funny they dont just talk about those they talk about other things too haha,no,n a
 if you get cheated by the better business bureau who do you complain to idk lol,no,n a
 if you had a big win in the lottery how long would you wait to tell people not that long haha,no,n a
 if you had access to a time machine where and when would be the first place you travel to hmmm id like to travel back to when walt disney was alive and meet him and tell him how dland is doing in the future haha,no,n a
 if you had to cook dinner for someone tonight what would you make chocolate chip cookies lol idk how to cook much unless it goes in a microwave lol,no,n a
 if you had to give up one favorite food what would the most difficult anyone who knows me knows what that would be 3,no,n a
 if you had to perform at the circus what trick would you do mmmm either fire breather or an acrobat haha ,no,n a
 if you had to throw away either your tv or your computer which would you choose tv cuz i can always find my shows online ,no,n a
 if you mated a bull dog and a shitsu would it be called a bullshit hahahahahaha how funny lol,yes,n a
 if you mated a bull dog and a shitsu would it be called a bullshit hahahahahaha how funny lol,no,n a
 if you soak a raisin in water does it turn back into a grape no ,no,n a
 if you wanted to look very sexy how would you dress the way i want to lol ,no,n a
 if you were a worm how long would you be as long as i fucking wanted to be ,no,n a
 if you were a worm how long would you be as long as i fucking wanted to be ,no,none
 if you were the opposite sex for one day what would you look like and what would you do i would look sexy and fuck shit up ,no,n a
 if you were to pick one guy that you have dated to get back together with who would it be and why who talks to you the most out of all your past relationships umm anyone who knows me well knows the answer to the first question who talks to me the most out of my past relationships well currently shawn does partly cuz we go to school together but there are other guys i talk to too just not quite as often,no,n a
 if you won a 1 000 shopping spree for any store which store would you pick definitely tilly s ,no,n a
 if you won a million dollars what would you do with it ummm id give some to charity and the rest would go towards family and tuition,no,n a
 im about 6 apos average body size still not ringing any bells cant you just tell me ,no,n a
 imagine it is a dark night you are alone it is raining outside you hear someone walking around outside your window who do you call either a family member or one of my guy friends that would come and protect me ,no,no
 imagine it is a dark night you are alone it is raining outside you hear someone walking around outside your window who do you call either a family member or one of my guy friends that would come and protect me ,no,n a
 in order to survive 3 more days you need a small meal there is nothing with you except your pet monkey do you fry up some monkey maybe if i was really that desperate ,no,n a
 in scale from 1 5 how afraid of dark are you 1 being least then like 2 ive watched horror movies that scared the shit out of me lol,no,n a
 in the song yankee doodle is he calling the horse or the feather quot macaroni quot both p,no,n a
 is quot vice versa quot to a dyslexic just plain redundant probably,no,n a
 is it legal to travel down a road in reverse as long as your following the direction of the traffic probably not lol,no,na
 is it legal to travel down a road in reverse as long as your following the direction of the traffic probably not lol,no,n a
 is quality or quantity of friends more important quality for sure,no,n a
 is there a time limit on fortune cookie predictions nope ,no,n a
 is there anything pink within 10 feet of you yes a brush,none,is there anything pink within 10 feet of you 
 is there anything pink within 10 feet of you yes a brush,no,n a
 is there ever a day that mattresses are not on sale yes ,no,n a
 is there one thing all of your love interests have had in common so far they have been blonde jerks lol,no,n a
 is there such a thing as too beautiful ummm idk haha why do ask ,no,na
 is there such a thing as too beautiful ummm idk haha why do ask ,no,n a
 is there such a thing as too beautiful ummm idk haha why do ask ,no, maybe the haha makes light of the question to make the person asking the question feel stupid for asking it 
 is there such thing as love at first sight i used to think that but not anymore ,no,n a
 is your middle finger longer than your ring finger yea ,no,n a
 its frmo south park lol lol well excuse me i dont watch south park haha family guy on the other hand ,no,n a
 join my chat http www chatzy com 498131478193 no thank you haha,no,n a
 just guess i know its gonna bohter you until u know lol your gonna make me play 20 questions huh lol umm do you go to school with me ,no,n a
 just say who it is nobody cares if your boyfrend broke up wichu thats his problemo umm no im not gonna say who only a few people close to me know that would be stupid to say who im interested after just getting out of a relationship,no,n a
 just say who it is nobody cares if your boyfrend broke up wichu thats his problemo umm no im not gonna say who only a few people close to me know that would be stupid to say who im interested after just getting out of a relationship,yes,just say who it is nobody cares if your boyfrend broke up wichu thats his problemo 
 lmao i take super long showers mine used to be i used to take 30 ish minute showers lately they have been between 15 and 20 minute showers so im saving water yay ,no,n a
 lol yea you are haha yup i know thanks ,no,n a
 mine are about 20min not bad haha ive had to take 2 minute showers before ugh those are a challenge haha,no,n a
 money does not grow on trees then why do banks have branches because banks are not trees,no,n a
 name something you do when you apos re alone that you wouldn apos t do in front of others umm idk i try not to cry in front of people but that sometimes doesnt work,no,n a
 name the most terrifying moment of your life so far car accident ,no,n a
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,yes, you have no balls fuck with me 
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,no,n a
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,no,none
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,yes,you have no balls whatsoever
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,yes,you obviously have no balls what so ever
 no i wanna just play with you on this just like i wanna just play with you sexually p ok seriously you obviously have no balls what so ever using formspring to fuck with me ,yes,i wanna just play with you sexually p
 no it does not damn seriously can you give me a hint or actually grow some balls and say who you are ,no,n a
 no it does not damn seriously can you give me a hint or actually grow some balls and say who you are ,yes,grow some balls
 no it does not damn seriously can you give me a hint or actually grow some balls and say who you are ,yes, actually grow some balls and say who you are 
 no it does not damn seriously can you give me a hint or actually grow some balls and say who you are ,yes,grow some balls and say who you are 
 no it wasn apos t me asking that lol i didn apos t post anything i just saw the comments from the other people and answered with another statement lol is it who i think it is lol ummm i dont think so hahaha who do you think it is ,no,n a
 now that you apos ve slept with two different people in a row you seem to be having an excellent day because you just came across a hundred dollar bill on the sidewalk holy shit a hundred bucks how are you gonna spend it hmmm probably buy a few things for me and one of my besties ,no,n a
 now who are you crushing on hmmm not saying anything haha just interested in a certain someone hahah who asked this lol,no,n a
 np cause i can figure out who it is and find them and hunt them down lol lol yea i really wish i knew who did that,yes, i can figure out who it is and find them and hunt them down lol 
 np cause i can figure out who it is and find them and hunt them down lol lol yea i really wish i knew who did that,no,n a
 np cause i can figure out who it is and find them and hunt them down lol lol yea i really wish i knew who did that,no,na
 of course you can determine how beautiful you are look at hiedi montage i apos m sure you can make yourself look beautiful how dare you compare me to her she is a fake im not gonna make myself look beautiful if the people around me already think i am sure there are a few things on me i wish are different but everyone has those ,no,n a
 of course you can determine how beautiful you are look at hiedi montage i apos m sure you can make yourself look beautiful how dare you compare me to her she is a fake im not gonna make myself look beautiful if the people around me already think i am sure there are a few things on me i wish are different but everyone has those ,no,none
 of course you can determine how beautiful you are look at hiedi montage i apos m sure you can make yourself look beautiful how dare you compare me to her she is a fake im not gonna make myself look beautiful if the people around me already think i am sure there are a few things on me i wish are different but everyone has those ,yes,look at hiedi montage i m sure you can make yourself look beautiful
 of course you can determine how beautiful you are look at hiedi montage i apos m sure you can make yourself look beautiful how dare you compare me to her she is a fake im not gonna make myself look beautiful if the people around me already think i am sure there are a few things on me i wish are different but everyone has those ,yes,how dare you compare me to her she is a fake 
 of course your changing how god made you by changing your appearance its not how god wanted you to look so your going against him by changing to fit how you want to appear and by doing so you are determining how you look alright you win i cant think of anything witty to say to this but i assure you dying my hair and getting one or two tattoos is all i want to do im not into the plastic surgery stuff thats really changing how you look and thats not me ,no,n a
 of course your changing how god made you by changing your appearance its not how god wanted you to look so your going against him by changing to fit how you want to appear and by doing so you are determining how you look alright you win i cant think of anything witty to say to this but i assure you dying my hair and getting one or two tattoos is all i want to do im not into the plastic surgery stuff thats really changing how you look and thats not me ,no,na
 of course your changing how god made you by changing your appearance its not how god wanted you to look so your going against him by changing to fit how you want to appear and by doing so you are determining how you look alright you win i cant think of anything witty to say to this but i assure you dying my hair and getting one or two tattoos is all i want to do im not into the plastic surgery stuff thats really changing how you look and thats not me ,none,its not how god wanted you to look so your going against him by changing to fit how you want to appear 
 ok im one of those guys lol lol cool,no,n a
 on a scale of 1 10 10 being the highest obviously how outgoing are you hmm if i know you well enough its like 8 but if not then like a 4 5 ish haha,no,n a
 on gilligan apos s island how did ginger have so many different outfits when they were only going on a 3 hour tour cuz she is a fucking diva ,no,n a
 ps3 or xbox 360 or wii hmmm thats a good question its probably a tie between wii and xbox 360 wii cuz i just got one for xmas and xbox 360 cuz its awesome as well lol but i dont own one ,no,n a
 pu01ddu05dfu05dfu0131u029es u028eu0287u0287u01ddu0279d u01ddu0279u0250 nou028e uu01ddu0265u0287 su0131u0265u0287 pu0250u01ddu0279 uu0250u0254 nou028e u025fu0131 im pretty fucking skilled then ,no,n a
 really i heard u guys got together when did you ever hear that haha i dont even talk to matt ,no,n a
 really i heard u guys got together when did you ever hear that haha i dont even talk to matt ,no,na
 really you don apos t want to know anything about me not at the moment haha to be honest im current under quite a bit of stress,no,n a
 single or taken single gabe saporta has my heart at the moment he is the lead singer of cobra starship if you didnt know ,no,n a
 so you would hook up with somebody who cheated on you only sexually then but not have a relationship with them unless you earned their trust thats not what i said i said maybe for both id have to take other things into consideration and it would be a while for me to do both the reason i say this is because ive been there done that been the cheater once and the one who got cheated on multiple times so i know both sides ,no,n a
 so you would never get botox or go under the knife during your life plus your no longer all natural since you died your hair that apos s considered changing your appearance and determining on how beautiful you look nope i wouldnt ive thought about it but decided im fine the way i am oh i didnt know hair was included im sure you consider getting tats part of quot changing my appearance quot too dying my hair and getting tattoos are the only things i would change on me ,no,n a
 so you would never get botox or go under the knife during your life plus your no longer all natural since you died your hair that apos s considered changing your appearance and determining on how beautiful you look nope i wouldnt ive thought about it but decided im fine the way i am oh i didnt know hair was included im sure you consider getting tats part of quot changing my appearance quot too dying my hair and getting tattoos are the only things i would change on me ,yes,plus your no longer all natural since you died your hair
 sorry i just thought of one more good question would you break the law to save a loved one maybe p,no,n a
 sorry i just thought of one more good question would you break the law to save a loved one maybe p,no,na
